# FeHinit Minit FeH sigma_FeH FeH_low FeH_high sigma_FeH_low sigma_FeH_high
-3.25 6.577156 -1.6025550000000002 0.49365499999999995 -1.633132 -1.574052 0.437304 0.546188
-3.25 6.627173 -1.5484129999999998 0.49292200000000014 -1.57116 -1.527284 0.44740800000000003 0.541712
-3.25 6.677092 -1.5014849999999997 0.499074 -1.518048 -1.4858520000000002 0.464 0.543716
-3.25 6.727181999999999 -1.4647109999999999 0.50639 -1.4824599999999999 -1.4457 0.464368 0.543216
-3.25 6.777115 -1.4364000000000001 0.525291 -1.459764 -1.417144 0.4812 0.5897760000000001
-3.25 6.827152000000001 -1.409002 0.528478 -1.429364 -1.387088 0.48575999999999997 0.577716
-3.25 6.877118999999999 -1.385319 0.5370969999999999 -1.4113639999999998 -1.363372 0.49314 0.577512
-3.25 6.927115999999999 -1.3648860000000003 0.541916 -1.38758 -1.3422200000000002 0.501332 0.577912
-3.25 6.977165000000001 -1.347399 0.5405080000000001 -1.3704960000000002 -1.323552 0.497436 0.5821159999999999
-3.25 7.027111 -1.32874 0.5483880000000001 -1.351 -1.305788 0.502672 0.585932
-3.25 7.077171999999999 -1.3162129999999999 0.5527380000000001 -1.343332 -1.2928000000000002 0.50554 0.5999519999999999
-3.25 7.127135999999999 -1.3046329999999997 0.548769 -1.3297119999999998 -1.278884 0.507652 0.594348
-3.25 7.177154999999999 -1.2935429999999999 0.5527820000000001 -1.31158 -1.2715560000000001 0.514968 0.592136
-3.25 7.227099000000001 -1.283029 0.5571729999999999 -1.305172 -1.256292 0.521948 0.592128
-3.25 7.27713 -1.27452 0.555555 -1.29458 -1.253976 0.524948 0.5812160000000001
-3.25 7.327139000000001 -1.266468 0.5582730000000001 -1.290016 -1.242936 0.522876 0.5985880000000001
-3.25 7.377099 -1.262466 0.5607080000000001 -1.283396 -1.239152 0.528788 0.593832
-3.25 7.4271449999999986 -1.252613 0.5563490000000001 -1.272176 -1.2324 0.5246360000000001 0.5921759999999999
-3.0 3.977479 -3.0 0.0 -3.0 -3.0 0.0 0.0
-3.0 4.026254 -3.0 0.0 -3.0 -3.0 0.0 0.0
-3.0 4.076192 -3.0 0.0 -3.0 -3.0 0.0 0.0
-3.0 4.127160000000001 -3.0 0.0 -3.0 -3.0 0.0 0.0
-3.0 4.1765550000000005 -2.9999979999999997 3e-06 -3.0 -3.0 0.0 0.0
-3.0 4.2265809999999995 -2.999991 1.5e-05 -3.0 -3.0 0.0 0.0
-3.0 4.277002 -2.9998380000000004 0.00020400000000000003 -3.0 -3.0 0.0 0.0
-3.0 4.326423 -2.9998899999999997 0.00021899999999999998 -3.0 -3.0 0.0 0.0
-3.0 4.376204 -2.999822 0.000305 -3.0 -3.0 0.0 0.0
-3.0 4.427269 -2.9989450000000004 0.0014780000000000001 -3.0 -2.999984 0.0 0.0001
-3.0 4.476028 -2.997783 0.0036069999999999995 -3.0 -3.0 0.0 0.0001
-3.0 4.526928000000001 -2.998568 0.0024670000000000004 -3.0 -2.999784 0.0 0.000495999999999998
-3.0 4.576662 -2.9953030000000003 0.007189000000000001 -3.0 -2.994244 0.0 0.012743999999999997
-3.0 4.626856000000001 -2.9945600000000008 0.009884 -3.0 -2.9914519999999998 0.0 0.014371999999999985
-3.0 4.67789 -2.9923270000000004 0.012943000000000003 -3.0 -2.9853240000000003 0.0 0.027743999999999984
-3.0 4.726669 -2.9908699999999997 0.016954 -3.0 -2.9744880000000005 0.0 0.04885999999999998
-3.0 4.777557 -2.9853089999999995 0.026847 -3.0 -2.960696 0.0 0.07166399999999998
-3.0 4.827124 -2.985606 0.02544 -3.0 -2.964556 0.0 0.07501199999999997
-3.0 4.8768069999999994 -2.9811209999999995 0.036031999999999995 -3.0 -2.9617600000000004 0.0 0.091364
-3.0 4.9276800000000005 -2.9760839999999997 0.041808 -3.0 -2.9474920000000004 0.0 0.10102799999999999
-3.0 4.976927 -2.9683020000000004 0.052921 -3.0 -2.926184 0.0 0.12149599999999999
-3.0 5.027191 -2.9595809999999996 0.06613799999999999 -2.99808 -2.920572 0.0033239999999999997 0.14174799999999999
-3.0 5.077383 -2.95772 0.071286 -2.9978 -2.9055 0.0035039999999999997 0.1387
-3.0 5.126765000000001 -2.938682 0.09625 -2.9955479999999994 -2.889384 0.010896 0.15478
-3.0 5.177177 -2.9266540000000005 0.11172500000000002 -2.983412 -2.881052 0.030823999999999997 0.1692
-3.0 5.227099999999999 -2.9135000000000004 0.12706 -2.964124 -2.86528 0.069576 0.17756000000000002
-3.0 5.276990999999999 -2.8936799999999994 0.14374900000000002 -2.952768 -2.837972 0.086808 0.19016399999999997
-3.0 5.327231999999999 -2.877413 0.15514000000000003 -2.9477279999999997 -2.810456 0.099304 0.20344800000000002
-3.0 5.376927 -2.8558299999999996 0.17343299999999995 -2.907544 -2.7908399999999998 0.132884 0.22023199999999998
-3.0 5.426984000000001 -2.827969 0.180753 -2.904852 -2.757088 0.121012 0.23168
-3.0 5.477210000000001 -2.8105439999999997 0.20306699999999997 -2.869076 -2.751568 0.158752 0.23934
-3.0 5.52693 -2.782309 0.211526 -2.844716 -2.71668 0.173068 0.24775999999999998
-3.0 5.577572 -2.748933 0.23011400000000004 -2.8166 -2.6776 0.198576 0.263
-3.0 5.627116999999998 -2.699374 0.242917 -2.765548 -2.6194640000000002 0.21177200000000002 0.27194
-3.0 5.677237 -2.6894559999999994 0.2523000000000001 -2.74622 -2.627608 0.22042 0.28892
-3.0 5.727206 -2.6453550000000003 0.264399 -2.7108600000000003 -2.58 0.232152 0.30284
-3.0 5.776975 -2.5936950000000003 0.269622 -2.647304 -2.539612 0.239368 0.30056
-3.0 5.827394000000001 -2.54465 0.276083 -2.59054 -2.4811439999999996 0.243684 0.309532
-3.0 5.876996 -2.499502 0.27866 -2.5470960000000002 -2.452176 0.24398399999999998 0.32476
-3.0 5.927197 -2.458074 0.27661500000000006 -2.506132 -2.404316 0.227852 0.317612
-3.0 5.977061 -2.4123980000000005 0.278161 -2.446072 -2.3719919999999997 0.239836 0.30765200000000004
-3.0 6.0270730000000015 -2.364882 0.28083199999999997 -2.404212 -2.32002 0.24236 0.325948
-3.0 6.0771690000000005 -2.308641 0.26938 -2.347936 -2.27556 0.227708 0.304072
-3.0 6.127028 -2.262742 0.27284699999999995 -2.304364 -2.2225 0.23477599999999998 0.307212
-3.0 6.177184 -2.2164569999999997 0.278237 -2.2529280000000003 -2.1787080000000003 0.242656 0.32309199999999993
-3.0 6.227117000000001 -2.162632 0.284943 -2.200108 -2.124468 0.2437 0.32799599999999995
-3.0 6.277107999999999 -2.1035600000000003 0.28820999999999997 -2.145836 -2.063556 0.242516 0.333632
-3.0 6.327137000000001 -2.016601 0.316843 -2.081448 -1.9440119999999999 0.260152 0.375548
-3.0 6.377113 -1.9441330000000001 0.335047 -2.012436 -1.877544 0.276912 0.38909999999999995
-3.0 6.42711 -1.825632 0.37398799999999993 -1.8969159999999998 -1.757276 0.321668 0.42596799999999996
-3.0 6.477250000000001 -1.7239090000000001 0.40649700000000005 -1.7719280000000002 -1.677428 0.358788 0.45660399999999995
-3.0 6.527139 -1.646819 0.42987299999999995 -1.677448 -1.6172879999999998 0.388008 0.470592
-3.0 6.577152000000001 -1.5812050000000002 0.45226299999999997 -1.606632 -1.5567959999999998 0.403456 0.49608399999999997
-3.0 6.627165 -1.5306919999999997 0.4568 -1.5526200000000001 -1.5116360000000002 0.418436 0.487768
-3.0 6.677096999999999 -1.486119 0.46728899999999995 -1.500224 -1.4704719999999998 0.4335 0.505432
-3.0 6.727188000000001 -1.449563 0.4761560000000001 -1.466048 -1.4323519999999998 0.44292 0.5045799999999999
-3.0 6.777109000000001 -1.420474 0.491087 -1.439228 -1.403708 0.452952 0.53664
-3.0 6.827141 -1.3945660000000002 0.499954 -1.4124160000000001 -1.3760880000000002 0.46362 0.5347759999999999
-3.0 6.877123 -1.3696449999999998 0.5038450000000001 -1.39398 -1.3497 0.468024 0.540164
-3.0 6.927115 -1.351235 0.511145 -1.373376 -1.332068 0.477104 0.5432199999999999
-3.0 6.977163999999999 -1.3337019999999997 0.513434 -1.356944 -1.3122040000000001 0.477408 0.552908
-3.0 7.027112000000002 -1.31571 0.519388 -1.3379 -1.294884 0.48216800000000004 0.546948
-3.0 7.077171999999999 -1.302706 0.5233760000000001 -1.3270639999999998 -1.282184 0.48326800000000003 0.56568
-3.0 7.127135999999999 -1.291939 0.522117 -1.31478 -1.268888 0.488276 0.557932
-3.0 7.1771519999999995 -1.2825330000000001 0.527784 -1.30488 -1.260472 0.498108 0.556728
-3.0 7.227098999999999 -1.2697570000000002 0.529392 -1.2886680000000001 -1.2497040000000001 0.50054 0.559236
-3.0 7.277127999999998 -1.262256 0.5300480000000001 -1.281396 -1.243384 0.504584 0.5511280000000001
-3.0 7.327141 -1.2538159999999998 0.532473 -1.2754320000000001 -1.2332520000000002 0.49988400000000005 0.5652760000000001
-3.0 7.3770960000000025 -1.25095 0.53917 -1.271464 -1.227372 0.5093719999999999 0.5701599999999999
-3.0 7.427147 -1.2424000000000002 0.5357550000000001 -1.260596 -1.223084 0.5067680000000001 0.567564
-2.75 3.977479 -2.75 0.0 -2.75 -2.75 0.0 0.0
-2.75 4.026254 -2.75 0.0 -2.75 -2.75 0.0 0.0
-2.75 4.076192 -2.75 0.0 -2.75 -2.75 0.0 0.0
-2.75 4.12716 -2.75 0.0 -2.75 -2.75 0.0 0.0
-2.75 4.1765550000000005 -2.7499990000000003 2e-06 -2.75 -2.75 0.0 0.0
-2.75 4.2265809999999995 -2.749995 8e-06 -2.75 -2.75 0.0 0.0
-2.75 4.277002 -2.7499080000000005 0.00011599999999999999 -2.75 -2.75 0.0 0.0
-2.75 4.326423 -2.7499400000000005 0.000124 -2.75 -2.75 0.0 0.0
-2.75 4.376204 -2.7498989999999996 0.00017499999999999997 -2.75 -2.75 0.0 0.0
-2.75 4.427269000000001 -2.749393 0.000845 -2.75 -2.75 0.0 0.0
-2.75 4.476028 -2.748692 0.002124 -2.75 -2.75 0.0 0.0
-2.75 4.526928 -2.7491609999999995 0.0014520000000000002 -2.75 -2.7498839999999998 0.0 0.000247999999999999
-2.75 4.576662 -2.747206 0.004279 -2.75 -2.7466720000000002 0.0 0.007279999999999998
-2.75 4.626856000000001 -2.7467110000000003 0.005988 -2.75 -2.7450599999999996 0.0 0.008199999999999992
-2.75 4.67789 -2.7453650000000005 0.007811999999999999 -2.75 -2.741464 0.0 0.016135999999999994
-2.75 4.726668999999999 -2.744366 0.010464 -2.75 -2.7342 0.0 0.028839999999999984
-2.75 4.777557 -2.740885 0.016727000000000002 -2.75 -2.726052 0.0 0.04506799999999999
-2.75 4.827124 -2.7411180000000006 0.015792999999999998 -2.75 -2.728244 0.0 0.04646799999999998
-2.75 4.8768069999999994 -2.738175 0.022708 -2.75 -2.72602 0.0 0.058859999999999996
-2.75 4.92768 -2.734966 0.026418 -2.75 -2.716788 0.0 0.06345999999999999
-2.75 4.976927 -2.7299069999999994 0.033821000000000004 -2.75 -2.70342 0.0 0.079512
-2.75 5.027234 -2.724622 0.042162 -2.749232 -2.6991319999999996 0.0013199999999999998 0.092292
-2.75 5.077381 -2.7231490000000003 0.045787 -2.7487000000000004 -2.689 0.0019520000000000002 0.091048
-2.75 5.1267309999999995 -2.7098979999999995 0.06380000000000001 -2.747432 -2.677652 0.006224 0.10521999999999998
-2.75 5.177183 -2.699887 0.07864600000000001 -2.734212 -2.671124 0.027752 0.11406799999999999
-2.75 5.227113 -2.6932549999999993 0.08373100000000001 -2.7307960000000002 -2.658036 0.035736 0.12064399999999999
-2.75 5.276969 -2.6803420000000004 0.09262599999999999 -2.729464 -2.639712 0.044388 0.129432
-2.75 5.327223 -2.6664349999999994 0.10644 -2.710744 -2.623104 0.07502800000000001 0.142124
-2.75 5.376959 -2.656168 0.11675800000000003 -2.697528 -2.606784 0.083052 0.152116
-2.75 5.426964000000001 -2.633992 0.123911 -2.6844759999999996 -2.580504 0.077252 0.160912
-2.75 5.477180000000001 -2.6263439999999996 0.141238 -2.6643280000000003 -2.58534 0.106336 0.168628
-2.75 5.526948 -2.598366 0.15090499999999998 -2.6425759999999996 -2.5529520000000003 0.12073600000000001 0.18053599999999997
-2.75 5.577578 -2.5734500000000002 0.164073 -2.62428 -2.5250959999999996 0.141668 0.18916
-2.75 5.627119000000001 -2.539544 0.17221500000000003 -2.593152 -2.48454 0.14746399999999998 0.19497599999999998
-2.75 5.677237999999999 -2.533551 0.18208400000000002 -2.572132 -2.487852 0.155988 0.20746799999999999
-2.75 5.727201 -2.4958779999999994 0.19290600000000002 -2.547332 -2.441968 0.165284 0.22146
-2.75 5.77697 -2.4613929999999997 0.20044599999999999 -2.50848 -2.4177760000000004 0.17575200000000002 0.22551600000000002
-2.75 5.827383 -2.423774 0.208293 -2.46278 -2.376676 0.18253999999999998 0.23216399999999998
-2.75 5.87701 -2.3869589999999996 0.212777 -2.4243040000000002 -2.35198 0.188372 0.246148
-2.75 5.9271889999999985 -2.354656 0.211029 -2.3965720000000004 -2.315108 0.178068 0.238092
-2.75 5.977072000000001 -2.3198939999999997 0.21756499999999998 -2.343332 -2.286788 0.189608 0.238624
-2.75 6.027055000000001 -2.278613 0.22174000000000002 -2.313516 -2.243332 0.193384 0.255472
-2.75 6.0771690000000005 -2.233336 0.216677 -2.263076 -2.2070920000000003 0.18331999999999998 0.242248
-2.75 6.127045000000001 -2.1946329999999996 0.21839199999999998 -2.2321440000000004 -2.161304 0.19038400000000003 0.24424400000000002
-2.75 6.177181999999999 -2.155293 0.227425 -2.18642 -2.123 0.1988 0.26626
-2.75 6.227118000000001 -2.09982 0.238504 -2.136052 -2.064904 0.20332 0.278652
-2.75 6.277111 -2.050968 0.24075100000000002 -2.091828 -2.014468 0.20166800000000001 0.276976
-2.75 6.327137999999999 -1.9687540000000001 0.272343 -2.0315 -1.9033319999999998 0.22276800000000002 0.32383199999999995
-2.75 6.377091 -1.8948730000000003 0.297493 -1.95856 -1.82766 0.24606 0.34552799999999995
-2.75 6.427140999999999 -1.7859679999999998 0.329706 -1.856512 -1.722964 0.281192 0.38707600000000003
-2.75 6.477228999999999 -1.6906370000000002 0.3628719999999999 -1.734596 -1.6488880000000001 0.321068 0.407648
-2.75 6.5271490000000005 -1.6169300000000002 0.38369899999999996 -1.65128 -1.5870799999999998 0.34577600000000003 0.41184000000000004
-2.75 6.577147000000001 -1.5548849999999996 0.40742199999999995 -1.5765799999999999 -1.5324 0.372588 0.439648
-2.75 6.627165 -1.506478 0.41614599999999996 -1.5246 -1.4887679999999999 0.38638 0.445248
-2.75 6.677097 -1.4637520000000002 0.428449 -1.473376 -1.450684 0.401576 0.45589599999999997
-2.75 6.727186999999999 -1.42822 0.43879399999999996 -1.44316 -1.4136360000000001 0.413888 0.46497599999999994
-2.75 6.77711 -1.4002239999999997 0.45402300000000007 -1.414348 -1.384484 0.422552 0.48907599999999996
-2.75 6.8271510000000015 -1.3740900000000003 0.463194 -1.390876 -1.3580280000000002 0.434008 0.492232
-2.75 6.877118 -1.3522509999999999 0.472801 -1.372632 -1.334272 0.4425 0.5013
-2.75 6.927114 -1.3325860000000003 0.47904399999999997 -1.353644 -1.315068 0.451272 0.508736
-2.75 6.977172 -1.3155289999999997 0.480479 -1.3338079999999999 -1.29704 0.450792 0.509516
-2.75 7.027111999999997 -1.2964000000000002 0.48475899999999994 -1.3162800000000001 -1.279368 0.457156 0.508116
-2.75 7.07717 -1.2846249999999997 0.49013399999999996 -1.3056079999999999 -1.2672200000000002 0.45933599999999997 0.519136
-2.75 7.127135000000002 -1.275854 0.4927329999999999 -1.297224 -1.256504 0.46544399999999997 0.5189440000000001
-2.75 7.177153 -1.26474 0.497692 -1.282356 -1.244356 0.472636 0.5198079999999999
-2.75 7.227096999999999 -1.25332 0.500435 -1.2702719999999998 -1.2346240000000002 0.47773999999999994 0.5229400000000001
-2.75 7.277129999999999 -1.2465730000000002 0.5010910000000002 -1.264392 -1.2295319999999998 0.480752 0.521632
-2.75 7.327139999999999 -1.237012 0.503532 -1.257296 -1.2193 0.477788 0.530532
-2.75 7.377098000000001 -1.2346380000000001 0.510279 -1.253612 -1.212636 0.482952 0.532112
-2.75 7.4271460000000005 -1.226833 0.5088779999999999 -1.243292 -1.209084 0.48488400000000004 0.530548
-2.5 3.9774789999999998 -2.5 0.0 -2.5 -2.5 0.0 0.0
-2.5 4.026254 -2.5 0.0 -2.5 -2.5 0.0 0.0
-2.5 4.076192 -2.5 0.0 -2.5 -2.5 0.0 0.0
-2.5 4.12716 -2.5 0.0 -2.5 -2.5 0.0 0.0
-2.5 4.1765550000000005 -2.5 0.0 -2.5 -2.5 0.0 0.0
-2.5 4.2265809999999995 -2.499997 5e-06 -2.5 -2.5 0.0 0.0
-2.5 4.2770019999999995 -2.499948 6.6e-05 -2.5 -2.5 0.0 0.0
-2.5 4.326423 -2.4999649999999995 6.9e-05 -2.5 -2.5 0.0 0.0
-2.5 4.3762039999999995 -2.4999420000000003 9.8e-05 -2.5 -2.5 0.0 0.0
-2.5 4.427269 -2.499656 0.000482 -2.5 -2.5 0.0 0.0
-2.5 4.476028 -2.4992430000000003 0.00123 -2.5 -2.5 0.0 0.0
-2.5 4.526928 -2.499519 0.0008390000000000001 -2.5 -2.4999 0.0 0.0001319999999999993
-2.5 4.576662 -2.4983720000000003 0.002489 -2.5 -2.49812 0.0 0.004147999999999999
-2.5 4.626856000000001 -2.498066 0.0035340000000000007 -2.5 -2.497172 0.0 0.004723999999999995
-2.5 4.67789 -2.497269 0.004602 -2.5 -2.4951079999999997 0.0 0.009291999999999996
-2.5 4.726668999999999 -2.496634 0.006252 -2.5 -2.4906680000000003 0.0 0.016699999999999993
-2.5 4.777557000000001 -2.4945269999999997 0.01007 -2.5 -2.486068 0.0 0.027243999999999997
-2.5 4.8271239999999995 -2.4946849999999996 0.009478 -2.5 -2.486752 0.0 0.027831999999999992
-2.5 4.876807 -2.492849 0.01379 -2.5 -2.4854 0.0 0.036259999999999994
-2.5 4.92768 -2.490888 0.016073999999999998 -2.5 -2.479768 0.0 0.038412
-2.5 4.976926999999999 -2.4877450000000003 0.020755000000000003 -2.5 -2.471252 0.0 0.04936
-2.5 5.027191 -2.484307 0.026231000000000004 -2.499332 -2.468732 0.001052 0.057491999999999994
-2.5 5.077382999999999 -2.483474 0.028437 -2.4993 -2.4623 0.0010840000000000001 0.057432
-2.5 5.126764999999999 -2.475551 0.039292 -2.498532 -2.454536 0.0035039999999999997 0.066516
-2.5 5.1772219999999995 -2.467697 0.050478999999999996 -2.490552 -2.4492599999999998 0.016184 0.07588000000000002
-2.5 5.227052 -2.4652119999999997 0.05196299999999999 -2.48896 -2.4432199999999997 0.021307999999999997 0.07615999999999999
-2.5 5.277 -2.4560459999999997 0.060262 -2.48114 -2.434764 0.034364 0.08224799999999999
-2.5 5.3271630000000005 -2.449498 0.065991 -2.479 -2.4216279999999997 0.035176 0.090292
-2.5 5.376948 -2.4371549999999997 0.07848 -2.461416 -2.407772 0.05596 0.099716
-2.5 5.426996000000002 -2.425958 0.080208 -2.45886 -2.3918239999999997 0.046523999999999996 0.10481599999999999
-2.5 5.477199000000001 -2.4201509999999997 0.09319899999999999 -2.4455799999999996 -2.3939120000000003 0.067052 0.11311600000000001
-2.5 5.52695 -2.402018 0.10019200000000002 -2.431416 -2.37124 0.08088 0.122048
-2.5 5.577597000000001 -2.386086 0.10964200000000002 -2.419016 -2.3535079999999997 0.09313600000000001 0.126916
-2.5 5.627106 -2.3616550000000003 0.11817900000000002 -2.3955960000000003 -2.323532 0.09574 0.135212
-2.5 5.677238999999999 -2.355358 0.123741 -2.3833159999999998 -2.3196 0.10678 0.14106799999999997
-2.5 5.7271980000000005 -2.3289020000000002 0.13382700000000003 -2.363948 -2.290852 0.11358400000000002 0.158532
-2.5 5.776991999999999 -2.3058600000000005 0.139663 -2.334748 -2.275412 0.1213 0.15664399999999998
-2.5 5.827355 -2.27765 0.14769500000000002 -2.306132 -2.2447559999999998 0.12968400000000002 0.16334800000000002
-2.5 5.877018999999999 -2.250622 0.152443 -2.275888 -2.2251 0.134684 0.17679599999999998
-2.5 5.927193 -2.226984 0.155359 -2.256796 -2.195752 0.129972 0.178948
-2.5 5.977059 -2.198521 0.160606 -2.218844 -2.172704 0.140688 0.17733200000000002
-2.5 6.027078000000001 -2.165993 0.16490099999999994 -2.190496 -2.1367399999999996 0.1446 0.189032
-2.5 6.077147 -2.131128 0.163568 -2.15638 -2.107488 0.13913599999999998 0.179924
-2.5 6.127052000000001 -2.09844 0.16947899999999996 -2.128664 -2.074804 0.147984 0.1897
-2.5 6.1771840000000005 -2.0667910000000003 0.17505400000000002 -2.09252 -2.042768 0.15258400000000003 0.195288
-2.5 6.227130999999999 -2.019429 0.189883 -2.052372 -1.989368 0.160968 0.22228799999999999
-2.5 6.277106999999998 -1.979006 0.19395899999999996 -2.0142480000000003 -1.945728 0.158704 0.225236
-2.5 6.327129000000001 -1.9053550000000004 0.225363 -1.963416 -1.84772 0.1781 0.275796
-2.5 6.377102 -1.837475 0.24759599999999998 -1.895984 -1.7706720000000002 0.204424 0.291608
-2.5 6.427116 -1.74048 0.2838339999999999 -1.8043680000000002 -1.679128 0.24376799999999998 0.32298000000000004
-2.5 6.477246 -1.649785 0.313927 -1.696088 -1.6094840000000001 0.278992 0.353672
-2.5 6.527140999999999 -1.580376 0.339399 -1.610548 -1.554268 0.305684 0.36977999999999994
-2.5 6.577158000000001 -1.5212860000000001 0.359212 -1.5353039999999998 -1.500568 0.33317599999999997 0.386204
-2.5 6.627165 -1.473632 0.37286 -1.4869719999999997 -1.457668 0.348656 0.39574400000000004
-2.5 6.677098 -1.4326480000000001 0.387202 -1.4431800000000001 -1.420184 0.364836 0.40899599999999997
-2.5 6.727180000000001 -1.398473 0.39638900000000005 -1.4113 -1.385468 0.37468399999999996 0.41856
-2.5 6.777116000000001 -1.3711250000000001 0.414895 -1.381512 -1.3580360000000002 0.391392 0.43845599999999996
-2.5 6.827149 -1.3457289999999997 0.4234559999999999 -1.360332 -1.3311 0.4003 0.447144
-2.5 6.8771200000000015 -1.324372 0.43117799999999995 -1.3415599999999999 -1.309952 0.40770399999999996 0.456132
-2.5 6.927117000000002 -1.304838 0.438299 -1.3214319999999997 -1.289968 0.418168 0.45967600000000003
-2.5 6.977162999999999 -1.2891139999999999 0.44189700000000004 -1.303292 -1.273968 0.41915600000000003 0.46587999999999996
-2.5 7.027112 -1.272192 0.44821099999999986 -1.288964 -1.255668 0.425784 0.47122800000000004
-2.5 7.077171000000001 -1.260678 0.45523199999999997 -1.280732 -1.245088 0.42918 0.481732
-2.5 7.127134999999999 -1.2515640000000001 0.45749199999999995 -1.269132 -1.234084 0.43505599999999994 0.47843199999999997
-2.5 7.1771509999999985 -1.240492 0.460984 -1.255548 -1.222236 0.437436 0.477708
-2.5 7.2271040000000015 -1.229608 0.46479800000000004 -1.2458960000000001 -1.211356 0.44430400000000003 0.487116
-2.5 7.277128 -1.223226 0.467504 -1.238264 -1.2077879999999999 0.448784 0.483916
-2.5 7.327140999999998 -1.215857 0.4708490000000001 -1.234804 -1.19742 0.448688 0.49328000000000005
-2.5 7.3770940000000005 -1.211875 0.476785 -1.229316 -1.191952 0.453984 0.496116
-2.5 7.427148 -1.204518 0.47553200000000007 -1.219316 -1.188568 0.456252 0.494976
-2.25 3.977479 -2.25 0.0 -2.25 -2.25 0.0 0.0
-2.25 4.026254 -2.25 0.0 -2.25 -2.25 0.0 0.0
-2.25 4.076192000000001 -2.25 0.0 -2.25 -2.25 0.0 0.0
-2.25 4.12716 -2.25 0.0 -2.25 -2.25 0.0 0.0
-2.25 4.1765550000000005 -2.25 0.0 -2.25 -2.25 0.0 0.0
-2.25 4.2265809999999995 -2.2499979999999997 3e-06 -2.25 -2.25 0.0 0.0
-2.25 4.2770019999999995 -2.249972 3.6e-05 -2.25 -2.25 0.0 0.0
-2.25 4.326423 -2.24998 3.8e-05 -2.25 -2.25 0.0 0.0
-2.25 4.3762039999999995 -2.249968 5.6e-05 -2.25 -2.25 0.0 0.0
-2.25 4.427269 -2.249806 0.000273 -2.25 -2.25 0.0 0.0
-2.25 4.4760279999999995 -2.249568 0.0007030000000000001 -2.25 -2.25 0.0 0.0
-2.25 4.526928 -2.2497249999999998 0.00047999999999999996 -2.25 -2.249984 0.0 0.00011599999999999968
-2.25 4.576662 -2.249065 0.0014269999999999999 -2.25 -2.248952 0.0 0.002331999999999999
-2.25 4.626856 -2.2488799999999998 0.0020469999999999998 -2.25 -2.24842 0.0 0.0026279999999999975
-2.25 4.67789 -2.2484189999999997 0.002654 -2.25 -2.247204 0.0 0.005227999999999997
-2.25 4.726669 -2.2480360000000004 0.00365 -2.25 -2.244668 0.0 0.009539999999999995
-2.25 4.777557 -2.246789 0.005907999999999999 -2.25 -2.2418839999999998 0.0 0.016048
-2.25 4.827124 -2.246901 0.0055509999999999995 -2.25 -2.2422 0.0 0.016255999999999993
-2.25 4.8768069999999994 -2.245788 0.008145 -2.25 -2.241468 0.0 0.021611999999999996
-2.25 4.92768 -2.244627 0.009505 -2.25 -2.238 0.0 0.022748
-2.25 4.976927 -2.242741 0.012348 -2.25 -2.23292 0.0 0.029547999999999998
-2.25 5.027190999999999 -2.2406730000000006 0.015679 -2.249616 -2.2312079999999996 0.0005679999999999999 0.034811999999999996
-2.25 5.077383 -2.240167 0.017023999999999997 -2.2496 -2.227484 0.000584 0.034616
-2.25 5.126765000000001 -2.235362 0.02368200000000001 -2.2492 -2.22302 0.0020359999999999996 0.0406
-2.25 5.177184 -2.231522 0.029908 -2.243696 -2.220852 0.010812 0.04366
-2.25 5.227129 -2.227793 0.032742999999999994 -2.241316 -2.213736 0.012635999999999998 0.049780000000000005
-2.25 5.276954 -2.2239280000000003 0.036246 -2.240412 -2.2106879999999998 0.015884000000000002 0.05078
-2.25 5.327293000000001 -2.2174370000000003 0.042675 -2.237216 -2.19972 0.028687999999999998 0.057848
-2.25 5.376899999999998 -2.213257 0.047599999999999996 -2.228092 -2.1950760000000002 0.033488 0.061616000000000004
-2.25 5.426978000000002 -2.203926 0.05124699999999999 -2.224716 -2.180304 0.029836 0.067448
-2.25 5.477128 -2.201048 0.057434000000000006 -2.218916 -2.1833839999999998 0.04112 0.07069199999999999
-2.25 5.527014 -2.189734 0.06431500000000001 -2.20748 -2.172088 0.051008000000000005 0.07911199999999999
-2.25 5.577552 -2.179219 0.070006 -2.200132 -2.156184 0.058320000000000004 0.08154800000000001
-2.25 5.627108999999999 -2.1641779999999997 0.075686 -2.19038 -2.135636 0.060368000000000005 0.087648
-2.25 5.677255 -2.159247 0.08066699999999999 -2.176524 -2.1388599999999998 0.067184 0.096416
-2.25 5.727176000000001 -2.141919 0.086886 -2.1629 -2.116856 0.073768 0.101668
-2.25 5.776955 -2.124865 0.09284 -2.1442240000000004 -2.104752 0.08026799999999999 0.10636000000000001
-2.25 5.82739 -2.105457 0.09902 -2.125548 -2.082224 0.0857 0.11137999999999999
-2.25 5.8770109999999995 -2.087092 0.103703 -2.1054120000000003 -2.069268 0.091304 0.1199
-2.25 5.927204999999999 -2.0697570000000005 0.10720800000000003 -2.092496 -2.050764 0.088912 0.122696
-2.25 5.977067000000001 -2.050241 0.111108 -2.063996 -2.0356959999999997 0.097168 0.12496399999999999
-2.25 6.027055000000001 -2.0254980000000002 0.11583199999999999 -2.044196 -2.003152 0.102868 0.131064
-2.25 6.077172000000001 -1.999949 0.115501 -2.017764 -1.9830720000000002 0.099684 0.127196
-2.25 6.1270240000000005 -1.9761199999999999 0.12376099999999997 -1.9981280000000001 -1.9581199999999999 0.10795199999999999 0.13758
