# FeHinit Minit FeH sigma_FeH FeH_low FeH_high sigma_FeH_low sigma_FeH_high
-2.25 6.177185000000001 -1.9498829999999998 0.12969200000000003 -1.970796 -1.932084 0.112208 0.14799199999999998
-2.25 6.227108 -1.9114119999999997 0.141851 -1.940308 -1.8845 0.119184 0.16272799999999998
-2.25 6.277114 -1.879692 0.14797600000000002 -1.9102959999999998 -1.850224 0.119188 0.17680800000000002
-2.25 6.32713 -1.8188420000000003 0.17780100000000004 -1.8702 -1.766732 0.138768 0.21949599999999997
-2.25 6.3771179999999985 -1.7579390000000004 0.199326 -1.8207760000000002 -1.6985000000000001 0.157956 0.237008
-2.25 6.427116999999999 -1.6761829999999998 0.231754 -1.738732 -1.6208799999999999 0.1912 0.27116399999999996
-2.25 6.477239000000001 -1.5876169999999996 0.267641 -1.622064 -1.552576 0.23591999999999996 0.30056
-2.25 6.527139 -1.5308789999999999 0.286223 -1.557124 -1.502124 0.257412 0.316496
-2.25 6.57716 -1.47042 0.30833599999999994 -1.484732 -1.4516999999999998 0.286556 0.328564
-2.25 6.627162000000001 -1.4284530000000002 0.32577100000000003 -1.4423599999999999 -1.414388 0.30335599999999996 0.348696
-2.25 6.677096000000001 -1.391267 0.3412789999999999 -1.403248 -1.3793 0.320336 0.360028
-2.25 6.727176999999999 -1.3584129999999999 0.353258 -1.369512 -1.347836 0.333352 0.37268799999999996
-2.25 6.777117 -1.331109 0.3666039999999999 -1.340332 -1.320968 0.34856800000000004 0.3845
-2.25 6.827152999999998 -1.3075590000000004 0.37708200000000014 -1.31936 -1.29332 0.354784 0.39724000000000004
-2.25 6.877119 -1.2867950000000001 0.38671600000000006 -1.2984360000000001 -1.273784 0.36788400000000004 0.407252
-2.25 6.927116 -1.2688570000000001 0.394045 -1.283324 -1.2551040000000002 0.377684 0.413552
-2.25 6.977164 -1.2539829999999998 0.399064 -1.265972 -1.238168 0.382552 0.41556399999999993
-2.25 7.027112 -1.236998 0.40590600000000004 -1.251684 -1.2231 0.387484 0.42346
-2.25 7.077171999999999 -1.226046 0.41146799999999994 -1.243128 -1.212084 0.390584 0.429848
-2.25 7.127138000000002 -1.218539 0.416943 -1.235468 -1.202384 0.39803600000000006 0.433716
-2.25 7.177152999999999 -1.2075329999999997 0.419636 -1.222476 -1.191556 0.401324 0.43338000000000004
-2.25 7.227099000000001 -1.196817 0.423555 -1.2116 -1.180336 0.406756 0.4412
-2.25 7.2771289999999995 -1.190633 0.42686300000000005 -1.2052640000000001 -1.1766240000000001 0.410784 0.44089199999999995
-2.25 7.327142999999999 -1.1831399999999999 0.4294440000000001 -1.199888 -1.167992 0.410084 0.446576
-2.25 7.377096 -1.17978 0.43532900000000013 -1.195448 -1.163204 0.41740399999999994 0.45041600000000004
-2.25 7.427145999999999 -1.1720899999999999 0.43440100000000004 -1.1868640000000001 -1.158268 0.42022 0.44820000000000004
-2.0 3.977479 -2.0 0.0 -2.0 -2.0 0.0 0.0
-2.0 4.026253999999999 -2.0 0.0 -2.0 -2.0 0.0 0.0
-2.0 4.076192000000001 -2.0 0.0 -2.0 -2.0 0.0 0.0
-2.0 4.12716 -2.0 0.0 -2.0 -2.0 0.0 0.0
-2.0 4.1765550000000005 -2.0 0.0 -2.0 -2.0 0.0 0.0
-2.0 4.226581 -2.0 2e-06 -2.0 -2.0 0.0 0.0
-2.0 4.277002 -1.9999829999999996 2e-05 -2.0 -2.0 0.0 0.0
-2.0 4.326423 -1.999989 2.1999999999999996e-05 -2.0 -2.0 0.0 0.0
-2.0 4.376204 -1.9999810000000002 3.2e-05 -2.0 -2.0 0.0 0.0
-2.0 4.427269 -1.9998899999999997 0.000155 -2.0 -2.0 0.0 0.0
-2.0 4.476028 -1.999754 0.000398 -2.0 -2.0 0.0 0.0
-2.0 4.526928 -1.9998449999999999 0.00027299999999999997 -2.0 -2.0 0.0 1.599999999999966e-05
-2.0 4.576662 -1.999469 0.0008130000000000001 -2.0 -1.999384 0.0 0.0013159999999999997
-2.0 4.626856 -1.9993619999999999 0.0011700000000000002 -2.0 -1.999068 0.0 0.0014799999999999982
-2.0 4.67789 -1.999095 0.0015170000000000001 -2.0 -1.9984359999999999 0.0 0.0029639999999999988
-2.0 4.726669 -1.99887 0.002101 -2.0 -1.996968 0.0 0.0054439999999999975
-2.0 4.777557000000001 -1.998153 0.003408 -2.0 -1.995384 0.0 0.009315999999999998
-2.0 4.827124 -1.998214 0.0031989999999999996 -2.0 -1.995568 0.0 0.009343999999999996
-2.0 4.876807 -1.9975609999999997 0.004717 -2.0 -1.995068 0.0 0.012564
-2.0 4.92768 -1.996887 0.0055049999999999995 -2.0 -1.993084 0.0 0.013216
-2.0 4.976927 -1.9957879999999997 0.007187999999999999 -2.0 -1.9901360000000001 0.0 0.017216
-2.0 5.027204 -1.994556 0.009200999999999999 -1.999816 -1.989036 0.000368 0.020464
-2.0 5.077307 -1.9943269999999997 0.009829999999999998 -1.9998 -1.986884 0.000384 0.020232
-2.0 5.126860000000001 -1.9913609999999997 0.014083000000000002 -1.999516 -1.984336 0.001168 0.023832
-2.0 5.177178999999999 -1.989304 0.0167 -1.9975640000000001 -1.982384 0.005136 0.02538
-2.0 5.227106 -1.9875979999999998 0.019355999999999998 -1.996232 -1.9798879999999999 0.008223999999999999 0.028416000000000004
-2.0 5.277 -1.9830320000000001 0.023060999999999998 -1.992016 -1.9723519999999999 0.014552 0.030548
-2.0 5.327134999999999 -1.98066 0.0253 -1.992616 -1.970284 0.014804 0.0344
-2.0 5.376969 -1.9775519999999995 0.028331000000000005 -1.9871240000000001 -1.9662719999999998 0.0175 0.03743200000000001
-2.0 5.427014000000002 -1.9720510000000002 0.030992999999999996 -1.985428 -1.9593720000000001 0.017036000000000003 0.040716
-2.0 5.477179 -1.970622 0.0349 -1.981816 -1.9600360000000001 0.024504 0.043916000000000004
-2.0 5.5269639999999995 -1.9626849999999998 0.039271 -1.9748320000000001 -1.9500359999999999 0.030552 0.048816
-2.0 5.577617 -1.956605 0.042283999999999995 -1.9690000000000003 -1.9443519999999999 0.034884 0.049432
-2.0 5.627080000000002 -1.947799 0.046594 -1.9636120000000001 -1.935388 0.036804 0.054116
-2.0 5.677278 -1.9439200000000003 0.050211000000000006 -1.95616 -1.93012 0.042436 0.060115999999999996
-2.0 5.727161000000002 -1.9332009999999995 0.054541000000000006 -1.946316 -1.918136 0.045736 0.0653
-2.0 5.776956 -1.922409 0.058809000000000014 -1.9352639999999999 -1.909052 0.050468 0.067028
-2.0 5.827393999999999 -1.9103569999999996 0.06299400000000001 -1.9226480000000001 -1.8962880000000002 0.054383999999999995 0.070628
-2.0 5.877012000000001 -1.897797 0.066323 -1.908916 -1.886884 0.058336000000000006 0.076364
-2.0 5.927190999999999 -1.8865299999999998 0.06919099999999999 -1.9019279999999998 -1.873044 0.057184 0.078432
-2.0 5.977075000000001 -1.872726 0.07310799999999999 -1.8833 -1.861352 0.0639 0.081696
-2.0 6.027076000000001 -1.8563540000000003 0.07722000000000001 -1.870932 -1.840572 0.067536 0.087
-2.0 6.0771619999999995 -1.8387029999999995 0.07870500000000001 -1.851264 -1.8274679999999999 0.066968 0.08594800000000001
-2.0 6.127039 -1.8212320000000002 0.08370600000000002 -1.8372 -1.809584 0.072084 0.09250799999999999
-2.0 6.177177999999999 -1.802797 0.08983699999999999 -1.8170319999999998 -1.790052 0.076584 0.100408
-2.0 6.227119999999998 -1.77494 0.10017999999999999 -1.7965799999999998 -1.7584559999999998 0.082584 0.11553199999999998
-2.0 6.277107 -1.74961 0.106718 -1.774448 -1.726508 0.084484 0.13038
-2.0 6.327139000000001 -1.6992109999999996 0.13257500000000003 -1.742496 -1.656736 0.099452 0.168732
-2.0 6.377097999999998 -1.6563809999999994 0.151571 -1.701036 -1.612112 0.114908 0.185364
-2.0 6.427125 -1.57949 0.18533900000000003 -1.630388 -1.527484 0.151092 0.222424
-2.0 6.477234999999999 -1.5104980000000001 0.21326499999999998 -1.5489119999999998 -1.4768400000000002 0.188188 0.2414
-2.0 6.527138000000001 -1.4546729999999999 0.23267600000000002 -1.479344 -1.429052 0.20872000000000002 0.257048
-2.0 6.577166000000001 -1.4061160000000001 0.254599 -1.419676 -1.3892680000000002 0.23618799999999998 0.272664
-2.0 6.627164000000001 -1.3680109999999999 0.274243 -1.3781119999999998 -1.3550719999999998 0.25595599999999996 0.291912
-2.0 6.677093999999999 -1.3318349999999999 0.290613 -1.342412 -1.322068 0.27444 0.305604
-2.0 6.72718 -1.302718 0.30193899999999996 -1.312192 -1.293 0.28867200000000004 0.319764
-2.0 6.777116000000001 -1.276176 0.315217 -1.282932 -1.2671 0.301052 0.3306
-2.0 6.827147 -1.2549940000000002 0.32798 -1.264948 -1.244888 0.31211999999999995 0.34509199999999995
-2.0 6.877119999999999 -1.2349990000000002 0.33510299999999993 -1.244316 -1.2246359999999998 0.320404 0.35183200000000003
-2.0 6.927122 -1.2180929999999999 0.343864 -1.227916 -1.2073200000000002 0.333236 0.357664
-2.0 6.977162000000001 -1.2050580000000002 0.350701 -1.2152640000000001 -1.1924 0.337584 0.363348
-2.0 7.0271159999999995 -1.189723 0.356654 -1.204116 -1.1776360000000001 0.34213600000000005 0.37171599999999994
-2.0 7.077173 -1.178978 0.36266 -1.194332 -1.16702 0.34621999999999997 0.37837599999999993
-2.0 7.127136 -1.171371 0.36808899999999994 -1.187716 -1.157284 0.35386799999999996 0.38158
-2.0 7.177153 -1.161732 0.37202199999999996 -1.17454 -1.1473 0.35702 0.38394399999999995
-2.0 7.227097000000001 -1.150801 0.37514900000000007 -1.162976 -1.1369040000000001 0.36260800000000004 0.388864
-2.0 7.277131 -1.1449179999999999 0.37959699999999996 -1.157212 -1.132972 0.36732 0.392596
-2.0 7.327136999999998 -1.138273 0.38259200000000004 -1.1507560000000001 -1.124484 0.368788 0.39594399999999996
-2.0 7.377096 -1.134481 0.387011 -1.1482320000000001 -1.120852 0.371684 0.399748
-2.0 7.427149000000001 -1.127893 0.387961 -1.1414119999999999 -1.114784 0.376736 0.400248
-1.75 3.9774789999999998 -1.75 0.0 -1.75 -1.75 0.0 0.0
-1.75 4.026254 -1.75 0.0 -1.75 -1.75 0.0 0.0
-1.75 4.076192000000001 -1.75 0.0 -1.75 -1.75 0.0 0.0
-1.75 4.12716 -1.75 0.0 -1.75 -1.75 0.0 0.0
-1.75 4.1765550000000005 -1.75 0.0 -1.75 -1.75 0.0 0.0
-1.75 4.226581 -1.75 0.0 -1.75 -1.75 0.0 0.0
-1.75 4.277002 -1.7499909999999996 1.1000000000000001e-05 -1.75 -1.75 0.0 0.0
-1.75 4.326423 -1.7499939999999998 1.2e-05 -1.75 -1.75 0.0 0.0
-1.75 4.376204 -1.74999 1.6e-05 -1.75 -1.75 0.0 0.0
-1.75 4.427269 -1.7499380000000002 8.7e-05 -1.75 -1.75 0.0 0.0
-1.75 4.476028 -1.7498609999999999 0.000225 -1.75 -1.75 0.0 0.0
-1.75 4.526928 -1.7499120000000001 0.00015399999999999998 -1.75 -1.75 0.0 1.599999999999966e-05
-1.75 4.576662 -1.7496999999999998 0.00046000000000000007 -1.75 -1.749684 0.0 0.0007159999999999996
-1.75 4.626856 -1.7496369999999997 0.0006649999999999999 -1.75 -1.7494840000000003 0.0 0.000847999999999999
-1.75 4.67789 -1.7494880000000002 0.000862 -1.75 -1.749068 0.0 0.001647999999999999
-1.75 4.726669 -1.7493570000000003 0.001194 -1.75 -1.748284 0.0 0.003079999999999998
-1.75 4.777557 -1.748947 0.001943 -1.75 -1.747384 0.0 0.0053
-1.75 4.827124 -1.7489829999999997 0.001819 -1.75 -1.747484 0.0 0.005279999999999998
-1.75 4.876807 -1.7486100000000002 0.002704 -1.75 -1.747184 0.0 0.007232
-1.75 4.92768 -1.7482219999999997 0.0031500000000000005 -1.75 -1.746 0.0 0.0076
-1.75 4.976927 -1.7475869999999998 0.004122 -1.75 -1.744368 0.0 0.0099
-1.75 5.027191 -1.746887 0.005266000000000001 -1.7499 -1.743668 0.000184 0.011831999999999999
-1.75 5.077383 -1.746709 0.005726 -1.7499 -1.7424 0.00020000000000000004 0.011715999999999999
-1.75 5.126765000000001 -1.7450740000000005 0.008023999999999998 -1.749716 -1.7408839999999999 0.000668 0.013732000000000001
-1.75 5.177168 -1.7439089999999995 0.009704 -1.749 -1.7396 0.001852 0.015816
-1.75 5.22713 -1.7427909999999998 0.011049999999999999 -1.748148 -1.7384680000000001 0.002868 0.016516
-1.75 5.276937 -1.7407170000000003 0.012825000000000001 -1.74678 -1.7347400000000002 0.006572 0.018416
-1.75 5.327229999999998 -1.738921 0.014717000000000001 -1.745732 -1.7327039999999998 0.009256 0.019948
-1.75 5.3768959999999995 -1.7373640000000001 0.016269 -1.7434479999999999 -1.730652 0.009936 0.021716
-1.75 5.426980000000001 -1.7347730000000003 0.017490000000000002 -1.742632 -1.727436 0.0092 0.023916
-1.75 5.477209000000001 -1.7326319999999997 0.021002 -1.738932 -1.7267839999999999 0.014284000000000002 0.02618
-1.75 5.526940000000001 -1.7288660000000005 0.022702000000000003 -1.735564 -1.7212360000000002 0.017852 0.028816
-1.75 5.577573999999999 -1.724535 0.025204 -1.732016 -1.717084 0.020484000000000002 0.0298
-1.75 5.6271070000000005 -1.719019 0.027871 -1.728832 -1.7111079999999999 0.021568 0.032616
-1.75 5.677254 -1.7172159999999996 0.029752000000000004 -1.724076 -1.7088360000000002 0.024968 0.035248
-1.75 5.7271839999999985 -1.7105490000000003 0.033141000000000004 -1.7184119999999998 -1.701804 0.027484 0.039416
-1.75 5.776970999999999 -1.703833 0.035395 -1.7116 -1.695784 0.029884 0.04061599999999999
-1.75 5.827370999999999 -1.69607 0.038635 -1.703516 -1.6869520000000002 0.033184 0.043816
-1.75 5.8770169999999995 -1.6883179999999998 0.041203000000000004 -1.695332 -1.681504 0.035636 0.047548
-1.75 5.927190999999999 -1.681065 0.04299 -1.690328 -1.6729559999999999 0.034067999999999994 0.049032
-1.75 5.977069 -1.672285 0.04618400000000001 -1.679016 -1.664988 0.0396 0.052848000000000006
-1.75 6.027074 -1.662043 0.048347999999999995 -1.671216 -1.652472 0.042719999999999994 0.054348
-1.75 6.077162 -1.6503469999999998 0.050174 -1.658496 -1.643 0.04242 0.055148
-1.75 6.127034000000001 -1.6387600000000004 0.054369999999999995 -1.6491319999999998 -1.631684 0.0463 0.061528
-1.75 6.177194999999999 -1.6259540000000001 0.05875999999999999 -1.636012 -1.6172199999999999 0.049584 0.067112
-1.75 6.227133000000002 -1.6075619999999997 0.06628099999999999 -1.6221320000000001 -1.595608 0.054 0.07626
-1.75 6.277107000000001 -1.589564 0.07240599999999998 -1.606848 -1.572768 0.056884000000000004 0.090628
-1.75 6.327132000000001 -1.5535750000000002 0.09270000000000002 -1.5849 -1.52066 0.067 0.121432
-1.75 6.377109000000001 -1.519977 0.10799199999999999 -1.557 -1.485204 0.07974800000000001 0.13380799999999998
-1.75 6.427119000000001 -1.4589880000000002 0.137371 -1.4967 -1.417892 0.10952 0.163592
-1.75 6.477245 -1.40367 0.161239 -1.436628 -1.373384 0.142364 0.18526399999999998
-1.75 6.527139 -1.3573929999999998 0.18200400000000003 -1.376864 -1.3350520000000001 0.161044 0.20454799999999998
-1.75 6.577155 -1.3157130000000001 0.19980399999999998 -1.328796 -1.301084 0.18459199999999998 0.21290000000000003
-1.75 6.627162000000001 -1.2818680000000002 0.21921900000000005 -1.291732 -1.2714400000000001 0.205784 0.235816
-1.75 6.677094 -1.2506860000000002 0.23448799999999997 -1.2603639999999998 -1.2431 0.22052 0.2478
-1.75 6.7271839999999985 -1.2249679999999998 0.24717299999999998 -1.231932 -1.218484 0.236184 0.25727999999999995
-1.75 6.777115999999999 -1.2022960000000003 0.26060300000000003 -1.208632 -1.195284 0.249584 0.270412
-1.75 6.827150999999999 -1.1825409999999998 0.271585 -1.190196 -1.174852 0.259588 0.28466400000000003
-1.75 6.877118 -1.1644610000000002 0.279304 -1.1712 -1.157052 0.268168 0.29071600000000003
-1.75 6.927116999999999 -1.1496830000000002 0.28901 -1.157564 -1.140852 0.278784 0.300148
-1.75 6.977167000000001 -1.137616 0.29591200000000006 -1.1465800000000002 -1.1284 0.285784 0.306096
-1.75 7.027109999999999 -1.123511 0.301768 -1.133848 -1.1151200000000001 0.29106800000000005 0.313876
-1.75 7.0771739999999985 -1.1138580000000002 0.30747 -1.127872 -1.1036 0.295684 0.320616
-1.75 7.127135000000001 -1.106941 0.314325 -1.120224 -1.095168 0.3033 0.324748
-1.75 7.177147 -1.097772 0.31797400000000003 -1.1099439999999998 -1.085768 0.306336 0.328732
-1.75 7.227099999999999 -1.088384 0.32176099999999996 -1.098756 -1.077428 0.312788 0.331548
-1.75 7.277128 -1.0836569999999999 0.3260529999999999 -1.094 -1.073504 0.316856 0.33641599999999994
-1.75 7.327140999999998 -1.0761150000000002 0.328611 -1.087432 -1.063988 0.3188 0.337264
-1.75 7.3770940000000005 -1.073073 0.3341139999999999 -1.084432 -1.06264 0.322036 0.344344
-1.75 7.427148 -1.066963 0.334717 -1.077696 -1.057068 0.326088 0.344248
-1.5 3.977479 -1.5 0.0 -1.5 -1.5 0.0 0.0
-1.5 4.026253999999999 -1.5 0.0 -1.5 -1.5 0.0 0.0
-1.5 4.076192000000001 -1.5 0.0 -1.5 -1.5 0.0 0.0
-1.5 4.12716 -1.5 0.0 -1.5 -1.5 0.0 0.0
-1.5 4.1765550000000005 -1.5 0.0 -1.5 -1.5 0.0 0.0
-1.5 4.226581 -1.5 0.0 -1.5 -1.5 0.0 0.0
-1.5 4.2770019999999995 -1.499994 7.000000000000001e-06 -1.5 -1.5 0.0 0.0
-1.5 4.326423000000001 -1.4999970000000002 6e-06 -1.5 -1.5 0.0 0.0
-1.5 4.3762039999999995 -1.4999950000000002 1.1000000000000001e-05 -1.5 -1.5 0.0 0.0
-1.5 4.427269 -1.4999650000000002 4.7000000000000004e-05 -1.5 -1.5 0.0 0.0
-1.5 4.4760279999999995 -1.499922 0.000127 -1.5 -1.5 0.0 0.0
-1.5 4.526928000000001 -1.4999500000000001 8.799999999999998e-05 -1.5 -1.5 0.0 0.0
-1.5 4.576662 -1.49983 0.00025899999999999995 -1.5 -1.4998 0.0 0.0004
-1.5 4.626856000000001 -1.499794 0.00037600000000000003 -1.5 -1.499684 0.0 0.0005159999999999996
-1.5 4.67789 -1.49971 0.00048799999999999994 -1.5 -1.4994840000000003 0.0 0.0009319999999999993
-1.5 4.726669 -1.499635 0.000679 -1.5 -1.499 0.0 0.001747999999999999
-1.5 4.777557 -1.4994019999999997 0.001101 -1.5 -1.4985 0.0 0.003
-1.5 4.8271239999999995 -1.4994210000000001 0.0010329999999999998 -1.5 -1.498584 0.0 0.0030479999999999986
-1.5 4.876807 -1.4992090000000002 0.0015339999999999998 -1.5 -1.498384 0.0 0.004116
-1.5 4.92768 -1.498986 0.0017919999999999998 -1.5 -1.4977 0.0 0.0043
-1.5 4.976927 -1.498627 0.002347 -1.5 -1.496784 0.0 0.0056
-1.5 5.027233 -1.4981859999999998 0.0030689999999999997 -1.4999 -1.496268 0.00010000000000000002 0.006915999999999999
-1.5 5.077363 -1.498126 0.003263 -1.4999 -1.4957 0.00010000000000000002 0.0067
-1.5 5.1267520000000015 -1.4972020000000001 0.004560000000000001 -1.4999 -1.4948 0.000384 0.007831999999999999
-1.5 5.1771590000000005 -1.4966469999999998 0.005413 -1.499416 -1.4944 0.001252 0.008516
-1.5 5.227136000000001 -1.4957440000000002 0.006257 -1.499132 -1.493184 0.001484 0.009516
-1.5 5.276952 -1.494796 0.007302 -1.498148 -1.49192 0.00372 0.010315999999999999
-1.5 5.3272379999999995 -1.4937429999999998 0.008528999999999998 -1.497616 -1.4904519999999999 0.004868 0.0118
-1.5 5.376925999999998 -1.4926059999999999 0.009596 -1.495616 -1.4885 0.005668 0.0127
-1.5 5.426938 -1.490769 0.010392000000000002 -1.495248 -1.486156 0.005468 0.0139
-1.5 5.477194 -1.4900409999999997 0.011862999999999999 -1.494 -1.4867 0.008084 0.014747999999999999
-1.5 5.526985000000001 -1.487664 0.013144 -1.4916 -1.4831680000000003 0.010168 0.0168
-1.5 5.57755 -1.485249 0.014707999999999999 -1.4896319999999998 -1.481084 0.011800000000000001 0.0173
-1.5 5.627083 -1.4822140000000001 0.016319 -1.487916 -1.477068 0.0124 0.0191
-1.5 5.677251999999999 -1.4807329999999999 0.017487000000000003 -1.484816 -1.476 0.014684 0.0207
-1.5 5.727194 -1.476841 0.019739 -1.481732 -1.4716 0.016084 0.023431999999999998
-1.5 5.776947000000002 -1.473017 0.020994 -1.4778 -1.4681000000000002 0.017884 0.024031999999999998
-1.5 5.827383999999999 -1.4684899999999996 0.022771999999999994 -1.472848 -1.462984 0.019468000000000003 0.026216
-1.5 5.877025 -1.4638749999999998 0.024345 -1.467816 -1.459804 0.021136000000000002 0.028363999999999997
-1.5 5.927199000000001 -1.4595150000000003 0.025915999999999998 -1.4650320000000001 -1.454468 0.02062 0.030115999999999997
-1.5 5.977052000000001 -1.4539919999999997 0.027811000000000002 -1.4581 -1.4495 0.023784000000000003 0.031832
-1.5 6.027070000000001 -1.447601 0.029488 -1.4534 -1.441784 0.025484 0.032916
-1.5 6.077158 -1.4406720000000002 0.030356000000000005 -1.445816 -1.435852 0.025484 0.033448
-1.5 6.12707 -1.433541 0.033318 -1.440148 -1.4291 0.028283999999999997 0.03734799999999999
-1.5 6.177177999999999 -1.425389 0.036779 -1.432116 -1.420468 0.030736 0.042331999999999995
-1.5 6.227130999999999 -1.4123800000000002 0.04245 -1.4226 -1.403984 0.033952 0.04983199999999999
-1.5 6.277107999999999 -1.401101 0.04632300000000002 -1.4126480000000001 -1.389568 0.035884 0.057803999999999994
-1.5 6.327124 -1.3747700000000003 0.062666 -1.397148 -1.35286 0.044323999999999995 0.08149199999999998
-1.5 6.377109000000001 -1.3518910000000002 0.07363600000000001 -1.3765360000000002 -1.325984 0.050336 0.093996
-1.5 6.4271080000000005 -1.3103670000000003 0.094373 -1.3399480000000001 -1.277956 0.073 0.118016
-1.5 6.477244 -1.265885 0.116538 -1.2907119999999999 -1.242044 0.101468 0.13786400000000001
-1.5 6.527149999999998 -1.229987 0.13248200000000002 -1.246864 -1.2128 0.116368 0.149932
-1.5 6.577152 -1.19739 0.14922499999999997 -1.207812 -1.1858360000000001 0.135488 0.159432
-1.5 6.62717 -1.17013 0.16482200000000002 -1.1778119999999999 -1.160952 0.154484 0.17776399999999998
-1.5 6.677095 -1.144784 0.180452 -1.1526640000000001 -1.138584 0.1695 0.19030000000000002
-1.5 6.727181000000002 -1.122893 0.19228099999999995 -1.128164 -1.1176359999999999 0.183884 0.201296
-1.5 6.777116000000001 -1.1037569999999999 0.204701 -1.1088120000000001 -1.098168 0.196636 0.213612
-1.5 6.827147999999998 -1.085888 0.21420899999999995 -1.0919320000000001 -1.080884 0.205424 0.22358
-1.5 6.877121 -1.0713920000000001 0.22339999999999996 -1.0775 -1.065172 0.21485200000000002 0.230064
-1.5 6.927119 -1.058136 0.23137800000000003 -1.0646 -1.0508 0.223536 0.23951599999999998
-1.5 6.977165 -1.047626 0.238792 -1.055092 -1.040868 0.230684 0.24631599999999998
-1.5 7.027108999999999 -1.0352400000000002 0.24425900000000003 -1.042216 -1.0281 0.23663599999999999 0.253548
-1.5 7.077177000000001 -1.026013 0.249516 -1.0376 -1.018268 0.240568 0.259148
-1.5 7.127138000000001 -1.0200999999999998 0.256524 -1.0297 -1.0109839999999999 0.24888400000000002 0.2646
-1.5 7.177154000000001 -1.0124549999999999 0.26024200000000003 -1.0217 -1.0029 0.25322 0.26818000000000003
-1.5 7.227098999999999 -1.004227 0.26430499999999996 -1.011612 -0.994788 0.257568 0.27103200000000005
-1.5 7.277125999999998 -0.9998239999999998 0.2680290000000001 -1.008064 -0.9908840000000001 0.260684 0.2755
-1.5 7.327145000000001 -0.9933859999999999 0.271111 -1.0030279999999998 -0.9830679999999999 0.264052 0.277632
-1.5 7.377094 -0.9904550000000001 0.275903 -0.999648 -0.9822 0.267168 0.284
-1.5 7.427148 -0.9856190000000002 0.276858 -0.994916 -0.9765 0.270084 0.283916
-1.25 3.977479 -1.25 0.0 -1.25 -1.25 0.0 0.0
-1.25 4.026254 -1.25 0.0 -1.25 -1.25 0.0 0.0
-1.25 4.076192 -1.25 0.0 -1.25 -1.25 0.0 0.0
-1.25 4.127160000000001 -1.25 0.0 -1.25 -1.25 0.0 0.0
-1.25 4.1765550000000005 -1.25 0.0 -1.25 -1.25 0.0 0.0
-1.25 4.2265809999999995 -1.25 0.0 -1.25 -1.25 0.0 0.0
-1.25 4.277002000000001 -1.249998 3e-06 -1.25 -1.25 0.0 0.0
-1.25 4.326422999999999 -1.2499989999999999 3e-06 -1.25 -1.25 0.0 0.0
-1.25 4.3762039999999995 -1.249998 4e-06 -1.25 -1.25 0.0 0.0
-1.25 4.427269 -1.24998 2.6e-05 -1.25 -1.25 0.0 0.0
-1.25 4.476028 -1.249956 7.2e-05 -1.25 -1.25 0.0 0.0
-1.25 4.526928 -1.249973 5.000000000000001e-05 -1.25 -1.25 0.0 0.0
-1.25 4.576662000000001 -1.249907 0.00014700000000000002 -1.25 -1.2499 0.0 0.00021599999999999967
-1.25 4.626856 -1.2498859999999998 0.00020899999999999996 -1.25 -1.2498 0.0 0.0002999999999999999
-1.25 4.6778900000000005 -1.2498360000000002 0.000272 -1.25 -1.2497 0.0 0.0005159999999999996
-1.25 4.726668999999999 -1.2497939999999998 0.00038200000000000007 -1.25 -1.2494 0.0 0.0010159999999999995
-1.25 4.777557 -1.249665 0.0006209999999999999 -1.25 -1.249184 0.0 0.0017
-1.25 4.827124 -1.249678 0.000582 -1.25 -1.2492 0.0 0.0017159999999999994
-1.25 4.876807 -1.249553 0.0008649999999999999 -1.25 -1.2491 0.0 0.0023159999999999995
-1.25 4.9276800000000005 -1.249435 0.0010149999999999998 -1.25 -1.2487 0.0 0.0024159999999999993
-1.25 4.976927 -1.2492249999999998 0.0013299999999999998 -1.25 -1.248184 0.0 0.0032
-1.25 5.027165 -1.24899 0.001727 -1.25 -1.2479840000000002 0.00010000000000000002 0.0038159999999999995
-1.25 5.077385 -1.2489340000000002 0.0018649999999999997 -1.25 -1.2476 0.00010000000000000002 0.0038
-1.25 5.126773000000001 -1.24841 0.002581 -1.2499 -1.247 0.00020000000000000004 0.004416
-1.25 5.177230999999999 -1.247987 0.0033049999999999998 -1.249432 -1.246784 0.001 0.0051
-1.25 5.227056 -1.2475829999999999 0.0036080000000000005 -1.2494 -1.246284 0.001236 0.005515999999999999
-1.25 5.276984 -1.2471349999999999 0.004011000000000001 -1.2491 -1.245584 0.0018679999999999999 0.0059
-1.25 5.327247000000001 -1.246553 0.004717 -1.2487 -1.244484 0.002636 0.006616
-1.25 5.376981 -1.245619 0.005723000000000001 -1.2475 -1.243384 0.003852 0.007431999999999999
-1.25 5.4269370000000015 -1.244786 0.0059960000000000005 -1.2471160000000001 -1.242552 0.003452 0.007816
-1.25 5.4771529999999995 -1.2444659999999999 0.006816 -1.246416 -1.2424840000000001 0.004784 0.008615999999999999
-1.25 5.526992999999999 -1.242942 0.007594000000000001 -1.245232 -1.240568 0.005900000000000001 0.009599999999999997
-1.25 5.5775549999999985 -1.241562 0.008396 -1.243916 -1.2392 0.006799999999999999 0.0099
-1.25 5.627108000000001 -1.2397250000000002 0.009375 -1.242832 -1.2367839999999999 0.0071 0.0111
-1.25 5.677256 -1.238981 0.010053999999999999 -1.241316 -1.236168 0.0084 0.012116
-1.25 5.727176999999999 -1.236809 0.011165999999999999 -1.239516 -1.233952 0.0092 0.013316
-1.25 5.7769530000000024 -1.2346080000000001 0.012102000000000003 -1.237316 -1.231968 0.0102 0.014
